cik,ticker,w_2015,dlog_shares,shares_2015_adj,shares_last_adj,ratio,contrib
40987,GPC,0.0007098927375350236,-0.1087384939861274,155714000.0,139670000.0,0.8969649485595387,-7.719266717124767e-05
779152,JKHY,0.00043151911931554675,-0.17071734276813214,86619000.0,73025000.0,0.8430598367563699,-7.36677974031947e-05
11544,WRB,0.0004419716489935033,-0.1638380635403835,475007361.75,403224000.0,0.8488794752874165,-7.241177911084566e-05
1013237,FDS,0.0004695455421095682,-0.1445533418647862,44624000.0,38618000.0,0.865408748655432,-6.787437726965078e-05
769397,ADSK,0.0010277667118506484,-0.065546077897871,231700000.0,217000000.0,0.9365558912386707,-6.736607695580133e-05
878927,ODFL,0.00035474295889637616,-0.1773541271554101,258494751.0,216485000.0,0.8374831564761638,-6.291512783959431e-05
93556,SWK,0.001241164599191678,-0.05045114580840142,159737000.0,151878000.0,0.9508003781215373,-6.261817616604544e-05
91440,SNA,0.0005700222082518439,-0.10893901085993074,59100000.0,53000000.0,0.8967851099830795,-6.209765553514933e-05
1138118,CBRE,0.0008351992651415487,-0.07421151161594264,331762854.0,308033612.0,0.9284752897622469,-6.19813999666788e-05
2969,APD,0.0020109348960370864,-0.029612399313152675,229496300.0,222800000.0,0.9708217518103778,-5.9548607134203365e-05
1037868,AME,0.0009599993434771226,-0.058134481136686025,246065000.0,232168000.0,0.9435230528518888,-5.5809063724601754e-05
813672,CDNS,0.00046476066778944146,-0.11359614833959279,306775000.0,273833000.0,0.8926183685111237,-5.27950217606176e-05
1070750,HST,0.0008352302794823594,-0.06049092303957952,747900000.0,704000000.0,0.9413023131434683,-5.05238505564939e-05
40704,GIS,0.0017422844710508344,-0.028854460820091642,618800000.0,601200000.0,0.9715578539107951,-5.027267900739039e-05
865752,MNST,0.0018802842810214419,-0.026508434077583513,2080644000.0,2026214000.0,0.9738398303602154,-4.984339191057341e-05
45012,HAL,0.0022352877282200245,-0.021289319458663695,902000000.0,883000000.0,0.9789356984478935,-4.758775452810673e-05
947484,ACGL,0.0006894588317956722,-0.06473055923845765,407331549.0,381800000.0,0.9373199815661712,-4.4629055754027564e-05
849399,GEN,0.0004048716962392426,-0.10919929196499197,696000000.0,624000000.0,0.896551724137931,-4.421170256599059e-05
1579241,ALLE,0.00046118790332656844,-0.09260831803390104,96100000.0,87600000.0,0.9115504682622269,-4.270983602465486e-05
1097149,ALGN,0.00039592717400729877,-0.09648172389878243,82589000.0,74993000.0,0.9080264926321907,-3.8199736286597384e-05
37996,F,0.0023411280515266545,-0.016280576667003235,4087000000.0,4021000000.0,0.983851235625153,-3.81149147301516e-05
48898,HUBB,0.0003515075933950021,-0.09867152750702966,59600000.0,54000000.0,0.9060402684563759,-3.468379117060475e-05
20286,CINF,0.0007124828159517035,-0.04703837417781702,165400000.0,157800000.0,0.9540507859733979,-3.351403329200097e-05
832101,IEX,0.000400557299414445,-0.08324826671603863,82489000.0,75900000.0,0.9201226830244033,-3.3345700896709866e-05
1262039,FTNT,0.0003816420718423307,-0.08563557675462975,840915000.0,771900000.0,0.917928684825458,-3.2682138936049836e-05
72331,NDSN,0.00027016314904958704,-0.11917057577077075,64908000.0,57616000.0,0.8876563751771739,-3.2195498024283847e-05
1063761,SPG,0.002711710501966031,-0.011295038756448631,329801296.73399997,326097137.0,0.988768510704227,-3.062887521597509e-05
75677,PKG,0.0003265509257098988,-0.08561375272299185,97500000.0,89500000.0,0.9179487179487179,-2.7957250205191357e-05
80661,PGR,0.0010285833635669546,-0.026695113275089048,603600000.0,587700000.0,0.9736580516898609,-2.7458149403291954e-05
1383312,BR,0.0004905143380009967,-0.05154515183756588,125400000.0,119100000.0,0.9497607655502392,-2.528363603076449e-05
874761,AES,0.0005211357357579776,-0.04792155756018127,748000000.0,713000000.0,0.9532085561497327,-2.497363615779334e-05
900075,CPRT,0.00035912554644893023,-0.06305968614465048,1038248000.0,974798000.0,0.9388874334455737,-2.2646344245595635e-05
864749,TRMB,0.0004078850783029913,-0.05508867181874034,261200000.0,247200000.0,0.9464012251148545,-2.2469847218394694e-05
1474735,GNRC,0.00015098944250298,-0.14356656684687405,69667529.0,60350412.0,0.8662631338625488,-2.1677035890276326e-05
788784,PEG,0.0009875490310295488,-0.01587334915629012,508000000.0,500000000.0,0.984251968503937,-1.5675710578488016e-05
1324424,EXPE,0.0012631999892479863,-0.012064489495529887,139593000.0,137919000.0,0.9880079946702198,-1.5239863001035798e-05
1097864,ON,0.00032155182249008304,-0.0407572824657635,450700000.0,432700000.0,0.9600621255824273,-1.310557845660936e-05
723531,PAYX,0.001404257197497426,-0.0071546810430389894,364700000.0,362100000.0,0.9928708527556896,-1.0047012350485893e-05
75362,PCAR,0.0008423229389619155,-0.011704872163970327,532800000.0,526600000.0,0.9883633633633634,-9.859282321329002e-06
